Date,Message
2025-11-24 09:45:00+07:00,"4047.77,4048.16,4040.78,4043.86"
2025-11-24 10:00:00+07:00,"4043.83,4050.86,4043.47,4046.92"
2025-11-24 10:15:00+07:00,"4047.02,4049.5,4044.59,4048.57"
2025-11-24 10:30:00+07:00,"4048.58,4057.9,4048.58,4056.01"
2025-11-24 10:45:00+07:00,"4056,4056.28,4048.58,4050.42"
2025-11-24 11:00:00+07:00,"4050.43,4061.27,4049.37,4059.41"
2025-11-24 11:15:00+07:00,"4059.42,4060.62,4048.46,4051.25"
2025-11-24 11:30:00+07:00,"4051.22,4052.65,4044.87,4046.61"
2025-11-24 11:45:00+07:00,"4046.67,4046.99,4042.16,4044"
2025-11-24 12:00:00+07:00,"4043.99,4046.92,4042.85,4045.27"
2025-11-24 12:15:00+07:00,"4045.36,4048.15,4039.97,4047.42"
2025-11-24 12:30:00+07:00,"4047.39,4049.54,4042.33,4048.24"
2025-11-24 12:45:00+07:00,"4048.25,4048.69,4041.34,4046.37"
2025-11-24 13:00:00+07:00,"4046.4,4054.6,4045.38,4050.06"
2025-11-24 13:15:00+07:00,"4050.05,4056.31,4047.73,4052.98"
2025-11-24 13:30:00+07:00,"4053.03,4058.27,4052.48,4057.04"
2025-11-24 13:45:00+07:00,"4057.06,4057.32,4052.26,4053.53"
2025-11-24 14:00:00+07:00,"4053.63,4057.79,4051.86,4053.82"
2025-11-24 14:15:00+07:00,"4053.87,4056.7,4051.94,4052.65"
2025-11-24 14:30:00+07:00,"4052.67,4067.11,4052.28,4063.93"
2025-11-24 14:45:00+07:00,"4063.72,4067.62,4058.28,4060.17"
2025-11-24 15:00:00+07:00,"4060.27,4064.72,4059.58,4061.58"
2025-11-24 15:15:00+07:00,"4061.59,4065.83,4059.53,4063.15"
2025-11-24 15:30:00+07:00,"4063.17,4063.8,4060.07,4063.56"
2025-11-24 15:45:00+07:00,"4063.34,4066.96,4062.43,4063.47"
2025-11-24 16:00:00+07:00,"4063.45,4074.04,4062.91,4072.22"
2025-11-24 16:15:00+07:00,"4072.22,4073.9,4066.73,4068.92"
2025-11-24 16:30:00+07:00,"4068.8,4073.01,4067.45,4070.39"
2025-11-24 16:45:00+07:00,"4070.42,4072.11,4065.66,4071.71"
2025-11-24 17:00:00+07:00,"4071.7,4077.29,4070.85,4072.93"
2025-11-24 17:15:00+07:00,"4072.94,4076.47,4068.24,4070.26"
2025-11-24 17:30:00+07:00,"4070.27,4071.22,4065.94,4070.37"
2025-11-24 17:45:00+07:00,"4070.38,4071.12,4063.34,4063.76"
2025-11-24 18:00:00+07:00,"4063.76,4068.44,4063.4,4066.74"
2025-11-24 18:15:00+07:00,"4066.75,4070.69,4066.45,4070.07"
